Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD,Total_Social_Spending,Development_Spending,Governance_Spending,Social_Spending_%,Development_Spending_%,Governance_Spending_%,Total_Allocated,Budget_Remaining
France,1955,5.77,11.51,5.0,5.0,17.649,10.91,7.27,14.54,25.45,14.54,1.018,2.031,0.882,0.882,1.926,1.283,2.566,4.492,2.566,7.405,3.2089999999999996,4.465999999999999,41.95705139101366,18.182333276672896,25.304549832851713,17.646,0.0030000000000001137
France,1956,5.77,11.51,5.0,5.0,18.532,10.91,7.27,14.54,25.45,14.54,1.069,2.133,0.927,0.927,2.022,1.347,2.694,4.716,2.694,7.776,3.3689999999999998,4.6899999999999995,41.95985322685085,18.1793654219728,25.3075760846104,18.529,0.0030000000000001137
France,1957,5.77,11.51,5.0,5.0,19.458,10.91,7.27,14.54,25.45,14.54,1.123,2.24,0.973,0.973,2.123,1.415,2.829,4.952,2.829,8.165,3.5380000000000003,4.925,41.96217494089834,18.182752595333543,25.310926097235072,19.457,0.0009999999999976694
France,1958,5.77,11.51,5.0,5.0,20.431,10.91,7.27,14.54,25.45,14.54,1.179,2.352,1.022,1.022,2.229,1.485,2.971,5.2,2.971,8.574,3.7140000000000004,5.172000000000001,41.96564044833831,18.17825852870638,25.314473104595958,20.431,0.0
France,1959,5.77,11.51,5.0,5.0,21.453,10.91,7.27,14.54,25.45,14.54,1.238,2.469,1.073,1.073,2.34,1.56,3.119,5.46,3.119,9.001999999999999,3.9,5.43,41.961497226495126,18.1792756257866,25.311145294364422,21.451,0.0019999999999988916
France,1960,5.77,11.51,5.0,5.0,22.525,10.91,7.27,14.54,25.45,14.54,1.3,2.593,1.126,1.126,2.458,1.638,3.275,5.733,3.275,9.452,4.096,5.7010000000000005,41.962264150943405,18.1842397336293,25.30965593784684,22.523999999999997,0.0010000000000012221
France,1961,5.77,11.51,5.0,5.0,24.415,10.91,7.27,14.54,25.45,14.54,1.409,2.81,1.221,1.221,2.664,1.775,3.55,6.214,3.55,10.245000000000001,4.439,6.18,41.96190866270736,18.181445832480033,25.31230800737252,24.414000000000005,0.0009999999999941167
France,1962,5.77,11.51,5.0,5.0,27.338,10.91,7.27,14.54,25.45,14.54,1.577,3.147,1.367,1.367,2.983,1.987,3.975,6.957,3.975,11.471,4.970000000000001,6.919,41.95990928378082,18.179822957056114,25.30909356939059,27.335000000000004,0.002999999999996561
France,1963,5.77,11.51,5.0,5.0,30.621,10.91,7.27,14.54,25.45,14.54,1.767,3.524,1.531,1.531,3.341,2.226,4.452,7.793,4.452,12.847999999999999,5.567,7.749999999999999,41.95813330720747,18.180333757878582,25.309428170209987,30.616999999999997,0.004000000000001336
France,1964,5.77,11.51,5.0,5.0,33.964,10.91,7.27,14.54,25.45,14.54,1.96,3.909,1.698,1.698,3.706,2.469,4.938,8.644,4.938,14.251,6.175,8.596,41.95913319985867,18.181015192556828,25.309150865622428,33.96,0.003999999999997783
France,1965,5.77,11.51,5.0,5.0,36.692,10.91,7.27,14.54,25.45,14.54,2.117,4.223,1.835,1.835,4.003,2.668,5.335,9.338,5.335,15.395999999999999,6.671,9.286999999999999,41.96010029434209,18.181074893709802,25.31069442930339,36.689,0.0030000000000001137
France,1966,5.77,11.51,5.0,5.0,39.738,10.91,7.27,14.54,25.45,14.54,2.293,4.574,1.987,1.987,4.335,2.889,5.778,10.113,5.778,16.674,7.224,10.058,41.95983693190397,18.17907292767628,25.310785645981177,39.733999999999995,0.0040000000000048885
France,1967,5.77,11.51,5.0,5.0,42.931,10.91,7.27,14.54,25.45,14.54,2.477,4.941,2.147,2.147,4.684,3.121,6.242,10.926,6.242,18.014,7.805,10.866,41.96035498823694,18.18033588781999,25.31038177540705,42.927,0.003999999999997783
France,1968,5.77,11.51,5.0,5.0,46.793,10.91,7.27,14.54,25.45,14.54,2.7,5.386,2.34,2.34,5.105,3.402,6.804,11.909,6.804,19.635,8.507000000000001,11.844000000000001,41.96140448357661,18.18006966854017,25.311478212553162,46.790000000000006,0.0029999999999930083
France,1969,5.77,11.51,5.0,5.0,51.137,10.91,7.27,14.54,25.45,14.54,2.951,5.886,2.557,2.557,5.579,3.718,7.435,13.014,7.435,21.457,9.297,12.943,41.95983338874005,18.180573752859967,25.31044058118388,51.132000000000005,0.0049999999999954525
France,1970,5.77,11.51,5.0,5.0,53.556,10.91,7.27,14.54,25.45,14.54,3.09,6.164,2.678,2.678,5.843,3.893,7.787,13.63,7.787,22.472,9.736,13.555,41.95981776084846,18.179102248114127,25.309955933975655,53.550000000000004,0.005999999999993122
France,1971,5.77,11.51,5.0,5.0,59.875,10.91,7.27,14.54,25.45,14.54,3.455,6.892,2.994,2.994,6.532,4.353,8.706,15.238,8.706,25.124000000000002,10.885,15.155,41.960751565762,18.17954070981211,25.31106471816284,59.870000000000005,0.0049999999999954525
France,1972,5.77,11.51,5.0,5.0,73.342,10.91,7.27,14.54,25.45,14.54,4.232,8.442,3.667,3.667,8.002,5.332,10.664,18.666,10.664,30.775,13.334,18.563000000000002,41.96095006953723,18.180578658885768,25.310190613836554,73.33600000000001,0.0059999999999860165
France,1973,5.77,11.51,5.0,5.0,93.204,10.91,7.27,14.54,25.45,14.54,5.378,10.728,4.66,4.66,10.169,6.776,13.552,23.72,13.552,39.108,16.945,23.59,41.95957255053431,18.18055019097893,25.310072529076006,93.195,0.009000000000000341
France,1974,5.77,11.51,5.0,5.0,106.669,10.91,7.27,14.54,25.45,14.54,6.155,12.278,5.333,5.333,11.638,7.755,15.51,27.147,15.51,44.757999999999996,19.393,26.997999999999998,41.959707131406496,18.18053980069186,25.31007134218939,106.659,0.009999999999990905
France,1975,5.77,11.51,5.0,5.0,145.497,10.91,7.27,14.54,25.45,14.54,8.395,16.747,7.275,7.275,15.874,10.578,21.155,37.029,21.155,61.051,26.451999999999998,36.825,41.96031533296219,18.180443583029202,25.309800202066025,145.483,0.014000000000010004
France,1976,5.77,11.51,5.0,5.0,151.006,10.91,7.27,14.54,25.45,14.54,8.713,17.381,7.55,7.55,16.475,10.978,21.956,38.431,21.956,63.361999999999995,27.453000000000003,38.218999999999994,41.95992212229977,18.180072315007354,25.30959034740341,150.98999999999998,0.016000000000019554
France,1977,5.77,11.51,5.0,5.0,168.205,10.91,7.27,14.54,25.45,14.54,9.705,19.36,8.41,8.41,18.351,12.228,24.457,42.808,24.457,70.578,30.579,42.572,41.95951368865373,18.179602271038313,25.309592461579623,168.18599999999998,0.01900000000003388
France,1978,5.77,11.51,5.0,5.0,213.593,10.91,7.27,14.54,25.45,14.54,12.324,24.585,10.68,10.68,23.303,15.528,31.056,54.359,31.056,89.624,38.831,54.06,41.96017659754767,18.17990289943959,25.30981820565281,213.57100000000003,0.021999999999962938
France,1979,5.77,11.51,5.0,5.0,261.774,10.91,7.27,14.54,25.45,14.54,15.104,30.13,13.089,13.089,28.56,19.031,38.062,66.621,38.062,109.84,47.590999999999994,66.255,41.95985850390031,18.18018596193663,25.310000229205343,261.748,0.02600000000001046
France,1980,5.77,11.51,5.0,5.0,307.167,10.91,7.27,14.54,25.45,14.54,17.724,35.355,15.358,15.358,33.512,22.331,44.662,78.174,44.662,128.887,55.843,77.744,41.959911058154034,18.180012826898725,25.310010515452507,307.136,0.03099999999994907
France,1981,5.77,11.51,5.0,5.0,287.418,10.91,7.27,14.54,25.45,14.54,16.584,33.082,14.371,14.371,31.357,20.895,41.791,73.148,41.791,120.601,52.251999999999995,72.746,41.96014167519084,18.179793889039654,25.310175423947,287.39,0.02800000000002001
France,1982,5.77,11.39,5.0,5.0,280.534,10.93,7.28,14.57,25.5,14.57,16.187,31.953,14.027,14.027,30.662,20.423,40.874,71.536,40.874,117.51599999999999,51.084999999999994,71.08800000000001,41.890109576735796,18.209913949824262,25.34024396329857,280.563,-0.028999999999996362
France,1983,5.77,10.72,5.0,5.0,273.502,11.03,7.35,14.7,25.73,14.7,15.781,29.319,13.675,13.675,30.167,20.102,40.205,70.372,40.205,113.366,50.269000000000005,69.661,41.44978830136525,18.379755906720977,25.470014844498394,273.501,0.0010000000000331966
France,1984,5.77,10.18,5.0,5.0,261.791,11.11,7.41,14.81,25.92,14.81,15.105,26.65,13.09,13.09,29.085,19.399,38.771,67.856,38.771,107.59599999999999,48.484,66.96600000000001,41.09996141960571,18.52011719272244,25.579947362590772,261.817,-0.02600000000001046
France,1985,5.77,9.81,5.0,5.0,274.73,11.16,7.44,14.88,26.05,14.88,15.852,26.951,13.736,13.736,30.66,20.44,40.88,71.567,40.88,112.25399999999999,51.1,70.468,40.85975321224474,18.600080078622646,25.649910821533865,274.702,0.02800000000002001
France,1986,5.77,9.44,5.0,5.0,377.82,11.22,7.48,14.96,26.18,14.96,21.8,35.666,18.891,18.891,42.391,28.261,56.522,98.913,56.522,153.47,70.652,97.213,40.619871896670375,18.6999100100577,25.729977237838124,377.85699999999997,-0.03699999999997772
France,1987,5.77,9.17,5.0,5.0,455.677,11.26,7.51,15.01,26.27,15.01,26.293,41.786,22.784,22.784,51.309,34.221,68.397,119.706,68.397,184.276,85.53,117.47399999999999,40.440048543156664,18.769874274979863,25.78010301156301,455.677,0.0
France,1988,5.77,9.38,5.0,5.0,486.173,11.23,7.48,14.97,26.2,14.97,28.052,45.603,24.309,24.309,54.597,36.366,72.78,127.377,72.78,197.289,90.963,125.14099999999999,40.57999930066046,18.710006520312728,25.740014357029285,486.173,0.0
France,1989,5.73,9.31,5.0,5.0,477.694,11.24,7.5,14.99,26.24,14.99,27.372,44.473,23.885,23.885,53.693,35.827,71.606,125.347,71.606,193.70499999999998,89.52,122.863,40.55001737513973,18.740030228556353,25.720021603788197,477.69399999999996,5.684341886080802e-14
France,1990,5.51,9.45,5.0,5.0,593.781,11.26,7.5,15.01,26.26,15.01,32.717,56.112,29.689,29.689,66.86,44.534,89.126,155.927,89.126,241.728,111.394,151.532,40.70995872215514,18.760115261350567,25.51984654274893,593.78,0.0009999999999763531
France,1991,5.4,9.81,5.0,5.0,612.733,11.22,7.48,14.96,26.18,14.96,33.088,60.109,30.637,30.637,68.749,45.832,91.665,160.414,91.665,251.16,114.58099999999999,155.39000000000001,40.99012130895513,18.699988412571216,25.360148710776148,612.796,-0.06300000000010186
France,1992,5.05,9.38,5.0,5.0,699.182,11.34,7.56,15.11,26.45,15.11,35.309,65.583,34.959,34.959,79.287,52.858,105.646,184.934,105.646,285.476,132.145,175.914,40.82999848394267,18.899943076337777,25.159972653758246,699.1809999999999,0.00100000000009004
France,1993,4.81,10.24,5.0,5.0,695.1,11.24,7.49,14.99,26.23,14.99,33.434,71.178,34.755,34.755,78.129,52.063,104.195,182.325,104.195,288.258,130.192,172.384,41.47000431592576,18.729966911235792,24.799884908646234,695.029,0.07100000000002638
France,1994,4.81,10.35,5.0,5.0,735.109,11.23,7.48,14.97,26.19,14.97,35.359,76.084,36.755,36.755,82.553,54.986,110.046,192.525,110.046,305.36400000000003,137.539,182.16,41.53996210085851,18.710014433233706,24.77999861245067,735.109,0.0
France,1995,4.49,10.76,5.0,5.0,914.509,11.21,7.47,14.95,26.16,14.95,41.061,98.401,45.725,45.725,102.516,68.314,136.719,239.236,136.719,383.36199999999997,170.82999999999998,223.505,41.9199811046146,18.67996925125942,24.439890695444223,914.4159999999999,0.09300000000007458
France,1996,4.35,10.6,5.0,5.0,917.377,11.26,7.51,15.01,26.27,15.01,39.906,97.242,45.869,45.869,103.297,68.895,137.698,240.995,137.698,384.106,172.192,223.473,41.8700272625104,18.77003674607059,24.35999594496047,917.4689999999999,-0.09199999999998454
France,1997,4.31,10.58,5.0,5.0,836.159,11.27,7.51,15.02,26.29,15.02,36.038,88.466,41.808,41.808,94.235,62.796,125.591,219.826,125.591,350.1,157.031,203.43699999999998,41.870027112068406,18.780040638203978,24.329942032556005,836.159,0.0
France,1998,4.16,10.58,5.0,5.0,832.042,11.29,7.53,15.05,26.34,15.05,34.613,88.03,41.602,41.602,93.937,62.653,125.222,219.16,125.222,348.79200000000003,156.59,201.43699999999998,41.91999923080807,18.81996341530836,24.20995574742621,832.0409999999999,0.00100000000009004
France,1999,4.1,9.48,5.0,5.0,822.927,11.46,7.64,15.29,26.75,15.29,33.74,78.013,41.146,41.146,94.307,62.872,125.826,220.133,125.826,339.29200000000003,157.179,200.712,41.22990253084417,19.0999930735047,24.39001272287821,823.0090000000001,-0.08200000000010732
France,2000,3.98,9.48,5.0,5.0,731.378,11.48,7.65,15.31,26.79,15.31,29.109,69.335,36.569,36.569,83.962,55.95,111.974,195.936,111.974,301.84000000000003,139.912,177.652,41.270040936424124,19.129916404376395,24.290038803464142,731.378,0.0
France,2001,3.86,9.48,5.0,5.0,742.799,11.5,7.67,15.33,26.83,15.33,28.672,70.417,37.14,37.14,85.422,56.973,113.871,199.293,113.871,306.85,142.39499999999998,179.683,41.30996406834151,19.170058118010388,24.189989485715515,742.7989999999999,1.1368683772161603e-13
France,2002,3.82,9.48,5.0,5.0,827.28,11.51,7.67,15.34,26.85,15.34,31.602,78.426,41.364,41.364,95.22,63.452,126.905,222.125,126.905,341.91499999999996,158.672,199.871,41.33002127453824,19.179963253070305,24.16001837346485,827.3629999999999,-0.08299999999996999
France,2003,3.87,9.48,5.0,5.0,1022.298,11.5,7.66,15.33,26.83,15.33,39.563,96.914,51.115,51.115,117.564,78.308,156.718,274.282,156.718,422.311,195.872,247.39600000000002,41.30997028263774,19.159970967369595,24.199988653015073,1022.2969999999999,0.00100000000009004
France,2004,3.92,9.48,5.0,5.0,1158.453,11.49,7.66,15.32,26.81,15.32,45.411,109.821,57.923,57.923,133.106,88.738,177.475,310.581,177.475,478.32500000000005,221.844,280.80899999999997,41.28997896332437,19.150021623665353,24.23999937848147,1158.453,0.0
France,2005,3.74,9.48,5.0,5.0,1204.628,11.52,7.68,15.36,26.87,15.36,45.053,114.199,60.231,60.231,138.773,92.515,185.031,323.684,185.031,498.11400000000003,231.288,290.315,41.3500267302437,19.1999521844088,24.099971111413648,1204.7479999999998,-0.11999999999989086
France,2006,3.68,9.48,5.0,5.0,1259.771,11.53,7.68,15.37,26.9,15.37,46.36,119.426,62.989,62.989,145.252,96.75,193.627,338.878,193.627,521.293,242.002,302.976,41.3799809647944,19.209999277646496,24.050085293279494,1259.898,-0.1269999999999527
France,2007,3.56,9.48,5.0,5.0,1432.707,11.54,7.7,15.39,26.94,15.39,51.004,135.821,71.635,71.635,165.334,110.318,220.494,385.971,220.494,593.427,275.652,343.133,41.4199832903727,19.239942291061602,23.949977210971955,1432.706,0.0010000000002037268
France,2008,3.5,9.48,5.0,5.0,1590.247,11.55,7.7,15.4,26.96,15.4,55.659,150.755,79.512,79.512,183.674,122.449,244.898,428.731,244.898,658.998,306.123,380.069,41.43997756323389,19.250028454699176,23.89999792485067,1590.088,0.1590000000001055
France,2009,3.62,9.48,5.0,5.0,1569.928,11.54,7.69,15.38,26.92,15.38,56.831,148.829,78.496,78.496,181.17,120.727,241.455,422.625,241.455,649.95,301.897,376.782,41.39998777013978,19.229990165154067,23.99995413802416,1570.0839999999998,-0.1559999999997217
France,2010,3.41,9.48,5.0,5.0,1579.515,11.57,7.71,15.42,26.99,15.42,53.861,149.738,78.976,78.976,182.75,121.781,243.561,426.311,243.561,655.025,304.531,376.398,41.47000819871922,19.280032161771178,23.829973124661684,1579.5149999999999,2.2737367544323206e-13
France,2011,3.31,9.48,5.0,5.0,1652.486,11.58,7.72,15.44,27.02,15.44,54.697,156.656,82.624,82.624,191.358,127.572,255.144,446.502,255.144,685.782,318.93,392.46500000000003,41.500018759614306,19.30001222400674,23.74997428117394,1652.3210000000001,0.16499999999996362
France,2012,3.23,9.48,5.0,5.0,1564.233,11.59,7.73,15.46,27.05,15.46,50.525,148.289,78.212,78.212,181.295,120.915,241.83,423.125,241.83,649.626,302.21,370.567,41.530002243911234,19.32001178852511,23.69001293285591,1564.233,0.0
France,2013,3.15,9.48,5.0,5.0,1659.897,11.61,7.74,15.47,27.08,15.47,52.287,157.358,82.995,82.995,192.714,128.476,256.786,449.5,256.786,689.8530000000001,321.19,392.068,41.559988360723594,19.349995812993217,23.620019796409053,1659.897,0.0
France,2014,3.18,9.48,5.0,5.0,1688.201,11.6,7.73,15.47,27.07,15.47,53.685,160.041,84.41,84.41,195.831,130.498,261.165,456.996,261.165,701.447,326.32899999999995,399.26,41.54996946453651,19.329984995862457,23.650027455261547,1688.201,0.0
France,2015,3.25,9.48,5.0,5.0,1421.423,11.59,7.73,15.46,27.05,15.46,46.196,134.751,71.071,71.071,164.743,109.876,219.752,384.495,219.752,590.317,274.619,337.019,41.53000197689217,19.32000537489544,23.70997233054481,1421.7069999999999,-0.2839999999998781
France,2016,3.23,9.48,5.0,5.0,1428.796,11.59,7.73,15.46,27.05,15.46,46.15,135.45,71.44,71.44,165.598,110.446,220.892,386.489,220.892,593.3789999999999,276.044,338.48199999999997,41.530001483766746,19.320042889257806,23.690015929495882,1428.797,-0.0009999999999763531
France,2017,3.21,9.48,5.0,5.0,1507.146,11.6,7.73,15.46,27.06,15.46,48.379,142.877,75.357,75.357,174.829,116.502,233.005,407.834,233.005,626.068,291.331,356.741,41.53997024840327,19.329978648385758,23.66996959816766,1507.145,0.0009999999999763531
France,2018,3.27,9.62,5.0,5.0,1573.685,11.57,7.71,15.42,26.99,15.42,51.459,151.388,78.684,78.684,182.075,121.331,242.662,424.737,242.662,654.809,303.406,372.80499999999995,41.60991558030991,19.279970260884486,23.689937948191663,1573.682,0.0029999999999290594
France,2019,3.35,9.7,5.0,5.0,1500.845,11.54,7.7,15.39,26.93,15.39,50.278,145.582,75.042,75.042,173.198,115.565,230.98,404.178,230.98,624.802,288.76300000000003,356.29999999999995,41.63001509149846,19.240028117493814,23.739959822633246,1500.8449999999998,2.2737367544323206e-13
France,2020,3.28,9.17,5.0,5.0,1652.762,11.63,7.76,15.51,27.14,15.51,54.211,151.558,82.638,82.638,192.216,128.254,256.343,448.56,256.343,682.756,320.47,393.192,41.31000107698507,19.3899666134628,23.789995171718616,1652.7610000000002,0.0009999999997489795
France,2021,3.33,9.11,5.0,5.0,1781.4,11.63,7.76,15.51,27.15,15.51,59.321,162.286,89.07,89.07,207.177,138.237,276.295,483.65,276.295,735.006,345.414,424.686,41.260020208824514,19.390030313236778,23.84001347254968,1781.4009999999998,-0.0009999999997489795
France,2022,3.35,9.12,5.0,5.0,1640.251,11.63,7.75,15.51,27.14,15.51,54.948,149.591,82.013,82.013,190.761,127.119,254.403,445.164,254.403,676.768,317.88,391.36400000000003,41.26002666665041,19.379960749909618,23.860006791643475,1640.4150000000002,-0.16400000000021464
France,2023,3.42,9.12,5.0,5.0,1734.881,11.62,7.75,15.49,27.11,15.49,59.333,158.221,86.744,86.744,201.593,134.453,268.733,470.326,268.733,715.291,336.046,414.81000000000006,41.229974851301044,19.369974078913767,23.90999728511639,1734.8799999999999,0.0010000000002037268
France,2024,3.59,9.12,5.0,5.0,1794.026,11.59,7.73,15.46,27.05,15.46,64.406,163.615,89.701,89.701,207.928,138.678,277.356,485.284,277.356,738.6,346.606,431.46299999999997,41.16997189561356,19.320009854929637,24.049985897640276,1794.0249999999999,0.0010000000002037268
France,2025,3.59,9.12,5.0,5.0,1910.89,11.59,7.73,15.46,27.05,15.46,68.601,174.273,95.544,95.544,221.472,147.712,295.424,516.896,295.424,786.713,369.18399999999997,459.56899999999996,41.16997838703431,19.32000272124507,24.049997645076374,1910.8899999999999,2.2737367544323206e-13
France,2026,3.59,9.12,5.0,5.0,1972.038,11.59,7.73,15.46,27.05,15.46,70.796,179.85,98.602,98.602,228.559,152.439,304.877,533.436,304.877,811.888,380.998,474.275,41.169997738380296,19.32001310319578,24.04999295145428,1972.038,0.0
Germany,1949,4.24,9.53,15.94,1.58,15.948,10.31,6.87,13.74,24.05,13.74,0.676,1.52,2.542,0.252,1.644,1.096,2.191,3.836,2.191,7.898,2.74,3.1189999999999998,49.523451216453466,17.180837722598447,19.557311261600198,15.948,0.0
Germany,1950,4.24,9.53,15.94,1.58,16.746,10.31,6.87,13.74,24.05,13.74,0.71,1.596,2.669,0.265,1.726,1.15,2.301,4.027,2.301,8.292000000000002,2.876,3.2760000000000002,49.51630240057329,17.174250567299655,19.562880687925478,16.744999999999997,0.0010000000000012221
Germany,1951,4.24,9.53,15.94,1.58,17.583,10.31,6.87,13.74,24.05,13.74,0.746,1.676,2.803,0.278,1.813,1.208,2.416,4.229,2.416,8.708,3.021,3.44,49.525109480748455,17.18136836717284,19.564351930842292,17.585,-0.0020000000000024443
Germany,1952,4.24,9.53,15.94,1.58,18.462,10.31,6.87,13.74,24.05,13.74,0.783,1.759,2.943,0.292,1.903,1.268,2.537,4.44,2.537,9.142,3.1710000000000003,3.6119999999999997,49.5179287184487,17.17582060448489,19.56451088722782,18.462,0.0
Germany,1953,4.24,9.53,15.94,1.58,19.385,10.31,6.87,13.74,24.05,13.74,0.822,1.847,3.09,0.306,1.999,1.332,2.664,4.662,2.664,9.599,3.3310000000000004,3.7920000000000003,49.51766830023214,17.183389218467887,19.561516636574673,19.386000000000003,-0.0010000000000012221
Germany,1954,4.24,9.53,15.94,1.58,20.354,10.31,6.87,13.74,24.05,13.74,0.863,1.94,3.245,0.322,2.099,1.398,2.797,4.895,2.797,10.08,3.497,3.982,49.52343519701288,17.180898103566868,19.563722118502508,20.356,-0.0020000000000024443
Germany,1955,4.24,9.53,15.94,1.58,21.372,10.31,6.87,13.74,24.05,13.74,0.906,2.037,3.407,0.338,2.203,1.468,2.937,5.14,2.937,10.584,3.671,4.181,49.52274003368894,17.176679767920643,19.56297959947595,21.373,-0.0010000000000012221
Germany,1956,4.24,9.53,15.94,1.58,22.441,10.31,6.87,13.74,24.05,13.74,0.951,2.139,3.577,0.355,2.314,1.542,3.083,5.397,3.083,11.113,3.856,4.388999999999999,49.520966088855225,17.182834989528097,19.557951962925003,22.441000000000003,-3.552713678800501e-15
Germany,1957,4.24,9.53,15.94,1.58,23.563,10.31,6.87,13.74,24.05,13.74,0.999,2.246,3.756,0.372,2.429,1.619,3.238,5.667,3.238,11.669,4.048,4.609,49.52255655052413,17.179476297585197,19.560327632304887,23.564,-0.0010000000000012221
Germany,1958,4.24,9.53,15.94,1.58,24.741,10.31,6.87,13.74,24.05,13.74,1.049,2.358,3.944,0.391,2.551,1.7,3.399,5.95,3.399,12.251999999999999,4.251,4.839,49.5210379531951,17.182005577785866,19.55862737965321,24.741,0.0
Germany,1959,4.24,9.53,15.94,1.58,25.978,10.31,6.87,13.74,24.05,13.74,1.101,2.476,4.141,0.41,2.678,1.785,3.569,6.248,3.569,12.865,4.463,5.08,49.52267303102625,17.17992147201478,19.555008083763184,25.977,0.0010000000000012221
Germany,1960,4.24,9.53,15.94,1.58,27.277,10.31,6.87,13.74,24.05,13.74,1.157,2.599,4.348,0.431,2.812,1.874,3.748,6.56,3.748,13.507,4.686,5.336,49.51790886094511,17.179308574989918,19.562268577922794,27.276999999999997,3.552713678800501e-15
Germany,1961,4.24,9.53,15.94,1.58,31.125,10.31,6.87,13.74,24.05,13.74,1.32,2.966,4.961,0.492,3.209,2.138,4.277,7.486,4.277,15.413,5.3469999999999995,6.089,49.51967871485944,17.17911646586345,19.563052208835344,31.126,-0.0010000000000012221
Germany,1962,4.24,9.53,15.94,1.58,34.135,10.31,6.87,13.74,24.05,13.74,1.447,3.253,5.441,0.539,3.519,2.345,4.69,8.209,4.69,16.903,5.864000000000001,6.676,49.51808993701479,17.178848689028857,19.557638787168596,34.133,0.001999999999995339
Germany,1963,4.24,9.53,15.94,1.58,36.178,10.31,6.87,13.74,24.05,13.74,1.534,3.448,5.767,0.572,3.73,2.485,4.971,8.701,4.971,17.916,6.215,7.077,49.521808834098074,17.178948532257174,19.561612029410142,36.179,-0.0010000000000047748
Germany,1964,4.24,9.53,15.94,1.58,39.755,10.31,6.87,13.74,24.05,13.74,1.686,3.789,6.337,0.628,4.099,2.731,5.462,9.561,5.462,19.686999999999998,6.83,7.776,49.52081499182492,17.1802289020249,19.559803798264365,39.75500000000001,-7.105427357601002e-15
